key,value
hello_mcp.title,"HelloMcp チュートリアルへようこそ"
hello_mcp.intro1,"モデルコンテキストプロトコル（MCP）は、アプリケーションがLLMにコンテキストを提供する方法を標準化するオープンプロトコルです。"
hello_mcp.intro2,"MCPは、AIアプリケーションのUSB-Cポートのようなものと考えてください - AIモデルを様々なデータソースやツールに接続するための標準化された方法を提供します。"
hello_mcp.intro3,"MCPは、以下の機能を提供することで、LLM上でエージェントや複雑なワークフローを構築するのに役立ちます："
hello_mcp.feature1,"• LLMが直接接続できる事前構築済みの統合"
hello_mcp.feature2,"• LLMプロバイダーやベンダー間の柔軟な切り替え"
hello_mcp.feature3,"• インフラストラクチャ内でデータを保護するためのベストプラクティス"
hello_mcp.more_info,"MCPの詳細については、チュートリアルの説明をご確認ください："
hello_mcp.choose_host,"それでは、MCPホストを選択しましょう。ホストは、MCPを使用して様々なツールやデータソースと対話するアプリケーションです。"
hello_mcp.available_options,"利用可能なオプション："
hello_mcp.option1,"➤ 1. Claude Desktop - MCPをサポートするAnthropicのAIアシスタント"
hello_mcp.option2,"➤ 2. Cursor - MCP統合を備えたAI搭載コードエディタ"
hello_mcp.option3,"➤ 3. カスタム - 独自のアプリケーション用にMCPを設定"
hello_mcp.enter_choice,"選択番号を入力してください："
hello_mcp.choice1,"良い選択です！Claude Desktop用にMCPを設定します。"
hello_mcp.choice2,"素晴らしい！Cursor用にMCPを設定します。"
hello_mcp.choice3,"完璧です！カスタムMCP設定を行います。"
hello_mcp.invalid_choice,"無効な選択です。1、2、または3を選択してください。"
hello_mcp.step1.title,"ステップ1：MCP設定ファイルの作成"
hello_mcp.step1.welcome,"HelloMcpチュートリアルへようこそ！選択したホスト用にモデルコンテキストプロトコル（MCP）を設定するお手伝いをします。"
hello_mcp.step1.intro,"まず、基本的なMCP設定ファイルを作成しましょう。このファイルは、選択したホスト用にMCPを設定するために使用されます。"
hello_mcp.step1.location,"設定ファイルは、オペレーティングシステムに基づいて以下の場所に作成されます："
hello_mcp.step1.structure,"基本的な設定ファイルの構造を作成しましょう："
hello_mcp.step2.title,"ステップ2：MCPサーバーの設定"
hello_mcp.step2.intro,"基本的な設定ファイルができたので、ファイル操作を有効にするためにファイルシステムサーバーを追加しましょう。"
hello_mcp.step2.update,"設定ファイルを以下の内容で更新してください："
hello_mcp.step2.reminder,"'username'を実際のユーザー名に置き換えることを忘れないでください"
hello_mcp.step2.explanation,"この設定により、MCPがファイルと対話できるようになるファイルシステムサーバーが有効になります。"
hello_mcp.step3.title,"ステップ3：必要な依存関係のインストール"
hello_mcp.step3.intro,"ファイルシステムサーバーを使用するには、Node.jsと必要なnpmパッケージをインストールする必要があります。"
hello_mcp.step3.instruction,"まず、Node.jsがインストールされていることを確認してください。その後、以下を実行してください："
hello_mcp.step3.restart,"インストール後、変更を適用するためにアプリケーションを再起動してください。"
hello_mcp.step3.completion,"入力ボックスの右下にハンマーアイコン（🔨）が表示されるはずです。"
hello_mcp.step_complete,"ステップ{}が完了しました！"
hello_mcp.press_continue,"➤ 任意のキーを押して続行"
